id_emenda,num_linha_proposicao,Distance
2125218,6,20.448566769525904
2125218,8,24.30732588255622
2125218,16,20.337467784502497
2125218,28,21.017253196997288
2125218,42,18.028452696125175
2125218,48,22.29507099364869
2125218,54,20.934459006147463
2125218,60,20.47759936864387
2125218,70,28.48245049448979
2125218,79,22.105004733401312
2125218,81,22.458125366792142
2125218,83,20.837813302420802
2125218,87,21.423436502273763
2125218,93,17.218823073534594
2125218,99,19.643018984219122
2125218,105,15.274876317982683
2125218,131,21.154592473983513
2125218,137,18.25309001896018
2125218,149,22.17357975683144
2125218,155,17.346672416119407
2125218,161,15.861060243013444
2125218,167,14.962316198049502
2125218,178,23.464858855458736
2125218,180,23.936773882642505
2125218,189,19.104189631130122
2125218,197,19.364918502221062
2125218,203,16.784233996218383
2125218,209,21.77841194383926
2125218,215,21.803323995246075
2125218,221,20.81495080246782
2125218,227,19.660922006924686
2125218,239,20.424936404719503
2125218,245,16.413269449529064
2125218,251,18.74913613456602
2125218,267,21.034143451079032
2125218,269,20.05690895747463
2125218,271,22.418891780871224
2125218,273,24.00298387887061
2125218,283,23.13951212026642
2125218,289,20.925128792934082
2125218,295,22.97111422220818
2125218,307,17.52027537892733
2125218,313,20.26146908875424
2125218,319,20.173273112149325
2125218,327,20.59393922839591
2125218,333,19.926647952359478
2125218,353,21.366689024114716
2125218,377,18.10666441320586
2125218,379,18.794682289328925
2125218,387,18.87422142174945
2125218,393,17.832900722595287
2125218,405,16.845048594799902
2125218,429,21.381384943447763
2125218,441,17.95279317510573
2125218,453,20.185923613081293
2125218,471,23.564034032681406
2125218,485,23.14364903206325
2125218,500,22.748143779219987
2125218,502,17.43457264359559
2125218,516,21.813974908220008
2125218,522,20.80097389727048
2125218,534,19.912867941028317
2125218,540,16.711732922158525
2125218,546,18.797001317728427
2125218,548,18.9412408950199
2125218,554,16.495703855890714
2125218,562,18.106463493333603
2125218,570,22.670965226985437
2125218,574,21.029695305073364
2125218,589,20.857733759273057
2125218,593,20.65586432345745
2125218,599,19.983246956174998
2125218,605,23.198709588065146
2125218,607,18.30162443477743
2125218,609,18.12676724559554
2125218,615,22.604656909263028
2125218,621,22.662088690419406
2125218,627,22.17357975683144
2125218,633,18.99009823005638
2125218,639,14.9287489258636
2125218,641,19.700570808191642
2125218,659,22.05074949317067
2125218,665,20.16846414439024
2125218,673,20.551068585306282
2125218,688,24.543123913246795
2125218,690,21.745151024530742
2125218,700,20.400376849694432
2125218,708,16.364430714510586
2125218,712,23.628372741205563
2125218,716,16.871613953281866
2125218,722,18.734565804387813
2125218,728,20.864654407679378
2125218,734,21.710092936226303
2125218,738,16.84700726227357
2125218,746,21.710092936226303
2125218,757,17.949468955661494
2125218,759,17.058052630258935
2125218,767,18.334424937371697
2125218,773,16.915143094273557
2125218,779,18.881397970132827
2125218,785,16.024666886335933
2125218,791,17.157522455089932
2125218,799,15.480720540990527
2125218,803,16.75243909880787
2125218,805,19.74210579663292
2125218,811,22.874597129510633
2125218,813,23.633559357331723
2125218,815,20.623913458781644
2125218,824,19.932082605259996
2125218,828,20.827067834655097
2125218,834,20.43552269679199
2125218,840,24.42110086199357
2125218,846,18.266682640836333
2125218,852,15.50994290124583
2125218,858,16.500826509351064
2125218,862,20.21612011648949
2125218,868,21.60450717645433
2125218,872,17.606460826325755
2125218,876,22.669576948796024
2125218,885,19.512450265087566
2125218,887,20.889044495929443
2125218,889,19.43964254828247
2125218,899,17.27948281456819
2125218,903,19.477485201543878
2125218,907,17.11623658303829
2125218,911,19.07238156049768
2125218,915,17.760337238455914
2125218,919,17.27948281456819
2125218,923,17.849301061444002
2125218,927,19.477485201543878
2125218,933,18.687954822297154
2125218,939,19.636704867658878
2125218,954,17.84575343190845
2125218,956,17.280081376574124
2125218,964,19.067067016554045
2125218,970,22.35626779406608
2125218,976,19.162879229721614
2125218,982,17.616601295425685
2125218,988,16.031986381438465
2125218,990,21.17103359043542
2125218,996,17.831785898417444
2125218,1002,17.41221134133442
2125218,1008,17.093108083852623
2125218,1014,17.23364067515703
2125218,1020,17.2213614603246
2125218,1026,18.622477298789413
2125218,1032,15.104947622858534
2125218,1038,17.54807910970523
2125218,1040,23.39164217758034
2125218,1046,19.22525722574266
2125218,1055,18.32926822273569
2125218,1064,21.079672396527524
2125218,1076,17.406309252498186
2125218,1086,19.46796974861609
2125218,1092,17.99030117805103
2125218,1100,18.282578767757713
2125218,1106,19.2388254471291
2125218,1138,19.104057860323874
2125218,1140,18.61152742153043
2125218,1146,17.950994871808767
2125218,1150,20.33241299695021
2125218,1154,20.585997157622895
2125218,1156,22.69789108760151
2125218,1255,22.1892274847916
2125218,1265,21.673318619987548
2125218,1271,22.362305689862186
2125218,1692,22.390890245792438
2125218,1696,20.64297832693264
2125218,1700,19.148001543916944
2125218,1704,22.09146015748038
2125218,1715,19.580097309728153
2125218,1717,24.09101556854013
2125218,1719,21.01628087982094
2125218,1725,21.143696894945982
2125218,1731,20.366325729626606
2125218,1737,19.7070618702621
2125218,1739,20.216757330998394
2125218,1741,21.308218349459416
2125218,1743,22.24889609089645
2125218,1745,20.94688966870019
2125218,1747,18.378581372641683
2125218,1749,19.803375361905747
2125218,1751,19.842232517931844
2125218,1753,19.279616922690053
2125218,1755,20.216146206733008
2125218,1757,21.412031579756185
2125218,1761,19.375177665129595
2125218,1767,20.969927583394878
2125218,1769,22.799542027487192
2125218,1782,21.582419889933053
2125218,1802,22.085572481986894
2125218,1806,22.38067558056729
2125218,1810,20.86525874623274
2125218,1814,21.280604650119617
2125218,1818,26.960032157626063
2125218,1850,22.140654131674435
2125218,1852,21.186545122593287
2125218,1854,27.069474952320014
2125218,1856,26.434695192598316
2125218,1858,25.860344466513915
2125218,1867,23.321318757637332
2125218,1998,19.0285480748571
2125218,2002,19.927952553250606
2125218,2006,19.324680691582447
2125218,2008,22.910415586125158
2125218,2014,20.228994173570186
2125218,2020,20.570018282969464
2125218,2024,23.673164817812022
2125218,2026,21.83061545904705
2125218,2039,20.945137610418442
2125218,2047,19.06585887858037
2125218,2049,20.593651279227583
2125218,2057,16.875888013772272
2125218,2061,17.981298898592122
2125218,2065,20.878068346915622
2125218,2069,19.38117821868484
2125218,2073,21.681485497744582
2125218,2077,17.644266619453937
2125218,2079,20.245531760806987
2125218,2081,20.23446298533026
2125218,2085,20.9440897537181
2125218,2089,18.101793170922516
2125218,2093,20.206037750322427
2125218,2097,22.44953633268351
2125218,2099,23.04742481678095
2125218,2110,21.162021681471302
2125218,2118,20.01500833528374
2125218,2124,19.390124203197093
2125218,2130,21.555871356027087
2125218,2134,19.832481348318385
2125218,2136,21.22250206037036
2125218,2142,21.012840285659223
2125218,2146,21.20680255561868
2125218,2150,19.996295202892785
2125218,2152,21.93112249402943
2125218,2277,24.74726937809701
2125218,2288,21.058437484133318
2125218,2296,19.89732234642568
2125218,2302,20.559622899248204
2125218,2304,22.199014220833785
2125218,2516,22.302437502739817
2125218,2520,19.599538400682057
2125218,2522,22.404351918261614
2125218,2526,22.691169465834673
2125218,2532,21.83046182874918
2125218,2677,22.85979306510911
2125218,2679,21.189583457627904
2125218,2685,19.531017092522255
2125218,2691,20.300497578182043
2125218,2695,21.357662221030576
2125218,2697,21.74779680263363
2125218,2699,22.958708506182244
2125218,2701,22.695397190244545
2125218,2712,22.07442372996204
2125218,2716,25.867542472427655
2125218,2722,23.673666395946867
