CdProposition,NumberItemProposition,Distance
7940343,0,21.667158102774952
7940343,8,15.064415656318577
7940343,28,19.7944701860637
7940343,37,21.151147797749537
7940343,38,18.227527983170862
7940343,39,21.151147797749537
7940343,40,19.368252141492423
7940343,46,22.10729674705742
7940343,52,24.419122195476188
7940343,54,21.249152820508655
7940343,56,21.939189837696176
7940343,64,19.328510881781586
7940343,73,23.118590889112355
7940343,76,24.47133064741515
7940343,77,17.913044345659422
7940343,78,21.01712805740991
7940343,105,24.421051949870936
7940343,117,20.691994807593208
7940343,121,22.945376732771788
7940343,122,23.568160814151376
7940343,124,21.249152820508655
7940343,125,21.65890999725608
7940343,126,22.320000217628316
7940343,128,21.829397242159096
7940343,137,17.44639388121129
7940343,138,21.10726096269726
7940343,139,22.222104470766446
7940343,140,21.84895583942418
7940343,142,22.404733143247594
7940343,157,15.698333556707004
7940343,159,15.912540444542179
7940343,160,15.064415656318577
7940343,161,20.949245818600104
7940343,162,20.863978670338657
7940343,170,20.19689682684817
7940343,190,26.209062621233162
7940343,191,20.41373242006657
7940343,198,21.249152820508655
7940343,201,20.40318049112935
7940343,202,15.781197191338567
7940343,214,16.438181649935483
7940343,216,17.120638395462485
7940343,219,21.310206928341316
7940343,220,24.210569294235576
7940343,221,20.876640144855283
7940343,230,25.12716782446375
7940343,231,22.34314189267981
7941883,0,20.551442246272487
7941883,8,13.330641124580623
7941883,28,20.790154876077974
7941883,37,22.033668386023855
7941883,38,17.126781945365337
7941883,39,22.033668386023855
7941883,40,18.72853609772011
7941883,46,21.496377158721295
7941883,52,23.494716086414634
7941883,54,20.68730928106985
7941883,56,22.755657160913827
7941883,64,20.250676281609305
7941883,73,22.51185614762249
7941883,76,24.11684738536159
7941883,77,16.86508593165805
7941883,78,22.389621991623265
7941883,105,23.719043076049974
7941883,117,21.41760769628397
7941883,121,22.433804444892534
7941883,122,23.322512504853467
7941883,124,20.68730928106985
7941883,125,20.60484124468682
7941883,126,21.303113157006983
7941883,128,20.413559243974536
7941883,137,16.736399053632905
7941883,138,19.44788183150764
7941883,139,21.782702383533795
7941883,140,20.480007500028027
7941883,142,22.17230096714259
7941883,157,13.873294934814655
7941883,159,14.490024653551327
7941883,160,13.330641124580623
7941883,161,17.95826523046035
7941883,162,19.672581200197374
7941883,170,19.271488419068582
7941883,190,25.898804496292055
7941883,191,19.583034868622907
7941883,198,20.68730928106985
7941883,201,19.65812363670543
7941883,202,14.091988621641518
7941883,214,15.716169344511178
7941883,216,15.587960225276209
7941883,219,22.656967771654696
7941883,220,24.127166319906955
7941883,221,18.99501441200811
7941883,230,24.508120958966032
7941883,231,21.6680094731947
7941521,0,21.984440175672344
7941521,8,16.115304112756352
7941521,28,21.873752509443097
7941521,37,23.450864953223423
7941521,38,19.958568716922954
7941521,39,23.450864953223423
7941521,40,19.567630969614985
7941521,46,22.540052833076484
7941521,52,24.486577508928153
7941521,54,21.68959215723375
7941521,56,21.875839141674046
7941521,64,21.5680341478297
7941521,73,23.517546145576862
7941521,76,25.035140426506047
7941521,77,18.621368137516026
7941521,78,20.968251866277697
7941521,105,24.73140941149834
7941521,117,20.489354025441145
7941521,121,23.44348384960647
7941521,122,24.0827264751709
7941521,124,21.68959215723375
7941521,125,22.138422292336276
7941521,126,22.65867155795858
7941521,128,22.048032540526968
7941521,137,18.327083316566764
7941521,138,21.45037412003036
7941521,139,22.910435535490038
7941521,140,22.143912519193304
7941521,142,22.88742128452263
7941521,157,16.736865600886357
7941521,159,16.763515468954473
7941521,160,16.115304112756352
7941521,161,21.012691148881913
7941521,162,21.59651142573853
7941521,170,20.957012048518468
7941521,190,26.90177650746346
7941521,191,20.984590145476343
7941521,198,21.68959215723375
7941521,201,21.152171034491733
7941521,202,16.944926528532033
7941521,214,17.264930721737674
7941521,216,17.940747712573053
7941521,219,23.664307979747395
7941521,220,24.38885704035607
7941521,221,20.974877379214675
7941521,230,25.490760210410723
7941521,231,23.16110153296166
7940333,0,21.362581976738245
7940333,8,16.78143046905279
7940333,28,19.95687687386784
7940333,37,22.354334164955496
7940333,38,21.38748226712501
7940333,39,22.354334164955496
7940333,40,18.5481445953269
7940333,46,20.862501979686144
7940333,52,23.525535988166283
7940333,54,19.933097676317097
7940333,56,22.719122218234986
7940333,64,19.39200468550621
7940333,73,21.91754836898625
7940333,76,23.848053456281185
7940333,77,17.12576151208359
7940333,78,22.144704064023436
7940333,105,22.71492998905836
7940333,117,20.672123859741305
7940333,121,21.68275608240804
7940333,122,23.081778418961225
7940333,124,19.933097676317097
7940333,125,20.428159876668452
7940333,126,21.242204601508966
7940333,128,20.763321054511785
7940333,137,17.50377193982863
7940333,138,19.69451695301993
7940333,139,21.028188993125845
7940333,140,20.678835026731843
7940333,142,21.978699096788464
7940333,157,16.60588643221805
7940333,159,16.512059764695287
7940333,160,16.78143046905279
7940333,161,22.28762123520471
7940333,162,21.43038807338411
7940333,170,19.9812458168149
7940333,190,25.236225396231056
7940333,191,19.018398843005855
7940333,198,19.933097676317097
7940333,201,20.278698643870833
7940333,202,17.46901913343987
7940333,214,17.174772831597924
7940333,216,19.233989972828805
7940333,219,23.078309065256597
7940333,220,24.176206774686275
7940333,221,18.806490387558462
7940333,230,23.693695961970796
7940333,231,22.2138252570574
7941558,0,22.942871158396127
7941558,8,18.05548151526207
7941558,28,21.511437149553874
7941558,37,22.642866623104926
7941558,38,20.225847718010307
7941558,39,22.642866623104926
7941558,40,19.91482170874568
7941558,46,20.554481440479176
7941558,52,24.135785739987032
7941558,54,21.037536800709425
7941558,56,23.266200050388704
7941558,64,20.765652762629372
7941558,73,21.689943284548878
7941558,76,24.836819101655575
7941558,77,17.953260963792644
7941558,78,22.911467688808663
7941558,105,23.52583500013969
7941558,117,21.782157797865878
7941558,121,22.507073446438408
7941558,122,23.436457006840726
7941558,124,21.037536800709425
7941558,125,21.954186931483328
7941558,126,20.994790124760986
7941558,128,22.22276311831775
7941558,137,16.563903782269847
7941558,138,21.04145769056541
7941558,139,21.772009740936912
7941558,140,21.583352035028938
7941558,142,22.85784842209005
7941558,157,17.833719045615133
7941558,159,17.99630031068882
7941558,160,18.05548151526207
7941558,161,23.837872811466347
7941558,162,22.115332972072142
7941558,170,18.91172462276959
7941558,190,25.459841444678958
7941558,191,20.137043960506983
7941558,198,21.037536800709425
7941558,201,20.77524053476727
7941558,202,18.43001446498051
7941558,214,17.357572530848763
7941558,216,20.15761288118288
7941558,219,22.971266781960928
7941558,220,25.299951249444586
7941558,221,20.862743829249546
7941558,230,24.331392035237606
7941558,231,22.520996925465518
7940035,0,21.984440175672344
7940035,8,16.115304112756352
7940035,28,21.873752509443097
7940035,37,23.450864953223423
7940035,38,19.958568716922954
7940035,39,23.450864953223423
7940035,40,19.567630969614985
7940035,46,22.540052833076484
7940035,52,24.486577508928153
7940035,54,21.68959215723375
7940035,56,21.875839141674046
7940035,64,21.5680341478297
7940035,73,23.517546145576862
7940035,76,25.035140426506047
7940035,77,18.621368137516026
7940035,78,20.968251866277697
7940035,105,24.73140941149834
7940035,117,20.489354025441145
7940035,121,23.44348384960647
7940035,122,24.0827264751709
7940035,124,21.68959215723375
7940035,125,22.138422292336276
7940035,126,22.65867155795858
7940035,128,22.048032540526968
7940035,137,18.327083316566764
7940035,138,21.45037412003036
7940035,139,22.910435535490038
7940035,140,22.143912519193304
7940035,142,22.88742128452263
7940035,157,16.736865600886357
7940035,159,16.763515468954473
7940035,160,16.115304112756352
7940035,161,21.012691148881913
7940035,162,21.59651142573853
7940035,170,20.957012048518468
7940035,190,26.90177650746346
7940035,191,20.984590145476343
7940035,198,21.68959215723375
7940035,201,21.152171034491733
7940035,202,16.944926528532033
7940035,214,17.264930721737674
7940035,216,17.940747712573053
7940035,219,23.664307979747395
7940035,220,24.38885704035607
7940035,221,20.974877379214675
7940035,230,25.490760210410723
7940035,231,23.16110153296166
7940327,0,22.825644738004463
7940327,8,17.97904681005257
7940327,28,21.44303460583967
7940327,37,23.127509235030043
7940327,38,22.546522108423563
7940327,39,23.127509235030043
7940327,40,19.743903405020898
7940327,46,20.810401816385628
7940327,52,24.06234848698878
7940327,54,21.113712629547166
7940327,56,20.10971840025264
7940327,64,20.622043615848394
7940327,73,22.568325577290707
7940327,76,23.154309154884928
7940327,77,17.46790239445515
7940327,78,18.80013533054053
7940327,105,23.197437426950884
7940327,117,20.520196783000053
7940327,121,22.431836989456105
7940327,122,23.75714260997092
7940327,124,21.113712629547166
7940327,125,21.653715987781087
7940327,126,22.52061545903617
7940327,128,22.875174174931054
7940327,137,18.491387697061636
7940327,138,21.560657803565647
7940327,139,19.477598748242833
7940327,140,21.668599031657894
7940327,142,22.90587925831413
7940327,157,17.772124142654143
7940327,159,17.74321550519637
7940327,160,17.97904681005257
7940327,161,24.162418070376937
7940327,162,21.979393993378434
7940327,170,20.543611357863497
7940327,190,25.71300830429937
7940327,191,20.219517013274608
7940327,198,21.113712629547166
7940327,201,20.844848979183034
7940327,202,18.516121422023883
7940327,214,18.307883513048058
7940327,216,20.024256903581858
7940327,219,23.769497332388767
7940327,220,25.408002934822356
7940327,221,21.419543204008736
7940327,230,24.05242940415685
7940327,231,22.946311429407523
