,comparacao,distancia
0,7944125_120152_emenda_jus.txt_4,0.43588703429081016
1,7944125_120152_emenda_jus.txt_5,0.2785138682993406
2,7944125_120152_emenda_jus.txt_7,0.30197035526170446
3,7944125_120152_emenda_jus.txt_8,0.3133302893068412
4,7944125_120152_emenda_jus.txt_10,0.3715908934772392
5,7944125_120152_emenda_jus.txt_11,0.5113432104880593
6,7944125_120152_emenda_jus.txt_13,0.37883885996642697
7,7944159_120152_emenda_jus.txt_4,0.4316622654127645
8,7944159_120152_emenda_jus.txt_5,0.30880473025969485
9,7944159_120152_emenda_jus.txt_7,0.34169825646279567
10,7944159_120152_emenda_jus.txt_8,0.31937469173487043
11,7944159_120152_emenda_jus.txt_10,0.34842985553463474
12,7944159_120152_emenda_jus.txt_11,0.49434823142779505
13,7944159_120152_emenda_jus.txt_13,0.36574020404355867
