CdProposition,NumberItemProposition,Distance
7886929,0,22.20252359628439
7886929,10,17.68215931884496
7886929,11,23.034115868369494
7886929,15,17.56117553454559
7886929,16,20.482753749927852
7886929,17,26.49494656572498
7886929,25,21.472037093732578
7886929,32,22.210827131233806
7886929,36,18.326630408246377
7886929,37,23.647015272437848
7886929,39,20.81807392555416
7886929,40,20.73412792800963
7886929,43,21.854003365221708
7886929,44,23.175742788589563
7886929,46,20.867542941316565
7886929,47,15.560981995225571
7886929,48,16.8833397776745
7886929,49,19.974875176704394
7886929,55,17.230464587594835
7886929,58,17.60008709891631
7886929,59,17.901387878946004
7886929,85,25.274422076614094
7886929,97,19.414646773837354
7886929,101,22.605816443658508
7886929,102,20.79388646151401
7886929,103,17.52833318685671
7886929,105,21.73916778603723
7886929,115,20.156748713334807
7886929,118,17.288180890484302
7886929,125,22.730452896486447
7886929,128,19.676559630709985
7886929,137,18.43549717852427
7886929,138,25.263003357036474
7886929,150,15.461924900468166
7886929,151,20.894842542776523
7886929,159,21.636216884723318
7886929,160,22.707489332963817
7886929,162,15.860250711621385
7886929,163,18.27819398474841
7886929,171,24.263386919968806
7886929,172,21.4245621937426
7886929,173,20.89759027162842
7886929,174,16.62664696646716
7886929,175,22.779493694316173
7886929,176,22.064881956331742
7886929,188,15.478144242111227
7886929,200,16.175777257985295
7886929,204,25.708021614481833
7886929,205,19.058398312397347
7886929,210,22.82643816564065
7886929,212,17.18276839928389
7886929,213,20.257098936757277
7886929,215,19.60717311231722
7886929,217,22.02158846278475
7886929,218,20.410481497771606
7886929,248,15.933466333792211
7886929,249,22.469697530300397
7886929,257,21.267667136676362
7886929,258,23.351123573250693
7886929,278,16.36429685935164
7886929,280,17.534581183776467
7886929,282,21.84440637149264
7886929,285,17.850302990835885
7886929,286,23.621223586839008
7886929,287,24.086092908187464
7886929,288,16.95027721136172
7886929,289,19.776227656239527
7886929,291,17.98774903036574
7886929,311,22.64114485754285
7886929,312,16.868833558656124
7886929,316,27.033166237838763
7886929,319,16.616861881173627
7886929,320,16.06282173463919
7886929,338,21.196523546434943
7886929,345,24.43445731602983
7886929,347,19.181044424451485
7886929,348,24.754552127830085
7886929,349,23.049079733535915
7886929,350,21.646570194275995
7886929,351,20.369962935682118
7886929,352,22.238341754555734
7886929,353,15.847856561909769
7886929,355,18.414567813426718
7887193,0,21.808581019699144
7887193,10,19.041732345269633
7887193,11,23.07431689707926
7887193,15,19.35473703124798
7887193,16,19.871242789724494
7887193,17,26.604194493019648
7887193,25,21.852356116339532
7887193,32,22.402744973567916
7887193,36,19.047948628444715
7887193,37,23.597062077039524
7887193,39,20.68271318147976
7887193,40,21.73338667626355
7887193,43,21.631477938311395
7887193,44,22.239768690615975
7887193,46,21.33188719551588
7887193,47,16.840246905182312
7887193,48,18.610746179169745
7887193,49,20.542465904173046
7887193,55,19.00349565272814
7887193,58,18.870804173963922
7887193,59,19.783577360789973
7887193,85,26.622051619626294
7887193,97,20.620394154922497
7887193,101,22.79085722199511
7887193,102,21.740413484844034
7887193,103,17.888803056578528
7887193,105,22.012062274512356
7887193,115,20.45083445741452
7887193,118,18.642807743529303
7887193,125,22.316384877334485
7887193,128,19.76431585812183
7887193,137,18.52865173169131
7887193,138,25.61745946754051
7887193,150,18.016617046286424
7887193,151,20.626554372000907
7887193,159,21.97737650437503
7887193,160,22.347020235502278
7887193,162,18.043849880408125
7887193,163,19.853932896319243
7887193,171,22.756022934617516
7887193,172,20.69232327271814
7887193,173,21.71028403961195
7887193,174,18.346182891655605
7887193,175,22.567749749423434
7887193,176,21.949934277656087
7887193,188,17.86439745282048
7887193,200,18.20485867650039
7887193,204,24.924856225385835
7887193,205,18.823112277610065
7887193,210,21.089613410562745
7887193,212,18.91310827743301
7887193,213,20.629741740252378
7887193,215,20.360661249402874
7887193,217,22.058505223291025
7887193,218,20.715410641836396
7887193,248,17.293030643492582
7887193,249,22.375517764261506
7887193,257,21.2592913497362
7887193,258,22.719197063226847
7887193,278,18.832127629794876
7887193,280,19.034579139886514
7887193,282,21.919401963586303
7887193,285,19.753479993349018
7887193,286,23.60035780571345
7887193,287,24.99502918309805
7887193,288,18.495972480538892
7887193,289,20.177661400246734
7887193,291,19.63838601052728
7887193,311,23.208607940618357
7887193,312,17.916085799815818
7887193,316,26.519692168178906
7887193,319,17.763276423592156
7887193,320,17.972759552219802
7887193,338,21.420746892113744
7887193,345,24.60020640347284
7887193,347,20.28660285000904
7887193,348,24.460845452619125
7887193,349,23.04931609637396
7887193,350,19.835159539559935
7887193,351,20.34082962596312
7887193,352,22.280485359140034
7887193,353,16.97714571789524
7887193,355,19.6893069616253
7887481,0,22.054592344637292
7887481,10,17.9262533519236
7887481,11,23.606159539721418
7887481,15,18.6679602120158
7887481,16,19.600193190878525
7887481,17,26.987091053747932
7887481,25,21.727657314038698
7887481,32,22.089414586453316
7887481,36,18.045402600039303
7887481,37,23.181474316428563
7887481,39,20.593475812159976
7887481,40,20.529290763170565
7887481,43,21.18480474017716
7887481,44,22.711630227344628
7887481,46,18.4489450531673
7887481,47,16.115672124597697
7887481,48,15.701859570394362
7887481,49,20.050152970116066
7887481,55,17.6249166677729
7887481,58,17.699437687413337
7887481,59,18.722611574692095
7887481,85,24.12469158518628
7887481,97,17.82296102622319
7887481,101,22.20166125940861
7887481,102,21.31824857011511
7887481,103,17.692221601045947
7887481,105,20.96693706873461
7887481,115,20.007350907954415
7887481,118,18.523993708209296
7887481,125,22.07814614401721
7887481,128,18.51421442465514
7887481,137,18.419041505655215
7887481,138,25.177839153187115
7887481,150,16.715630860682715
7887481,151,19.22858876252361
7887481,159,20.743691568514556
7887481,160,21.83391591712058
7887481,162,15.655783952408495
7887481,163,19.483344512237682
7887481,171,23.360349940196798
7887481,172,20.533773719179056
7887481,173,20.391862088445883
7887481,174,16.18809293273306
7887481,175,22.12415025035547
7887481,176,21.181424487643536
7887481,188,16.29247369464224
7887481,200,16.89371532814303
7887481,204,25.32028144030419
7887481,205,18.81489439944252
7887481,210,21.74291283895273
7887481,212,15.087629408806333
7887481,213,19.420723493766747
7887481,215,18.93409654853533
7887481,217,22.027951430947585
7887481,218,20.40697035604686
7887481,248,16.371928658125704
7887481,249,22.973918520209274
7887481,257,16.79447019643803
7887481,258,19.473814066961218
7887481,278,15.933403919474785
7887481,280,18.252274271028917
7887481,282,21.67807669029051
7887481,285,19.191913493862142
7887481,286,23.49469330288411
7887481,287,24.039116013072473
7887481,288,17.09473276468489
7887481,289,19.3699376416203
7887481,291,19.05947745980453
7887481,311,20.89316122128739
7887481,312,15.199710964240625
7887481,316,26.3583199403194
7887481,319,17.850627838035475
7887481,320,16.72214909845042
7887481,338,20.641663511410027
7887481,345,24.112756232301194
7887481,347,18.37644462626244
7887481,348,24.207662868685702
7887481,349,22.90373148858761
7887481,350,20.412604262737624
7887481,351,20.212108560217658
7887481,352,20.278749446203086
7887481,353,16.052112256191528
7887481,355,18.72375938195806
7887199,0,22.51880815466941
7887199,10,18.36294320991962
7887199,11,23.094099679547547
7887199,15,19.65003630282611
7887199,16,20.278162571066176
7887199,17,27.706966113466212
7887199,25,23.522869869030536
7887199,32,23.152488989884368
7887199,36,19.34915358142574
7887199,37,24.785506138802077
7887199,39,21.933171079237837
7887199,40,22.98509038350513
7887199,43,22.781522567730455
7887199,44,23.874794199501252
7887199,46,22.17890028225862
7887199,47,16.966062411840298
7887199,48,17.785671056721
7887199,49,21.19551840038072
7887199,55,18.078070127224695
7887199,58,19.584443528117816
7887199,59,19.117097828236638
7887199,85,26.626744366000853
7887199,97,21.26739789679815
7887199,101,23.712928586569255
7887199,102,22.594369315742057
7887199,103,18.503069811934562
7887199,105,22.770359274536624
7887199,115,20.62471528476437
7887199,118,19.36853390077548
7887199,125,23.648054604781425
7887199,128,20.07734793134373
7887199,137,19.049710187073906
7887199,138,26.518859838187232
7887199,150,17.265089490730972
7887199,151,21.543112226856568
