,comparacao,distancia
0,2172554_2120019_emenda_na_comissao_jus.txt_0,nan
1,2172554_2120019_emenda_na_comissao_jus.txt_1,0.0
2,2172554_2120019_emenda_na_comissao_jus.txt_2,0.0
3,2172554_2120019_emenda_na_comissao_jus.txt_3,nan
4,2172554_2120019_emenda_na_comissao_jus.txt_4,0.0
5,2172554_2120019_emenda_na_comissao_jus.txt_5,nan
6,2172554_2120019_emenda_na_comissao_jus.txt_6,nan
7,2172554_2120019_emenda_na_comissao_jus.txt_7,nan
8,2172554_2120019_emenda_na_comissao_jus.txt_8,0.0
9,2172554_2120019_emenda_na_comissao_jus.txt_9,nan
10,2172554_2120019_emenda_na_comissao_jus.txt_10,nan
11,2172554_2120019_emenda_na_comissao_jus.txt_13,0.0
12,2172554_2120019_emenda_na_comissao_jus.txt_14,0.0
13,2172554_2120019_emenda_na_comissao_jus.txt_15,0.0
14,2172554_2120019_emenda_na_comissao_jus.txt_16,nan
15,2172554_2120019_emenda_na_comissao_jus.txt_17,nan
16,2172554_2120019_emenda_na_comissao_jus.txt_18,0.0
17,2172554_2120019_emenda_na_comissao_jus.txt_19,nan
18,2172554_2120019_emenda_na_comissao_jus.txt_21,0.0
19,2172554_2120019_emenda_na_comissao_jus.txt_22,nan
20,2172554_2120019_emenda_na_comissao_jus.txt_23,0.0
21,2172554_2120019_emenda_na_comissao_jus.txt_24,0.0
22,2172554_2120019_emenda_na_comissao_jus.txt_25,0.0
23,2172554_2120019_emenda_na_comissao_jus.txt_26,0.0
24,2172554_2120019_emenda_na_comissao_jus.txt_27,0.0
25,2172554_2120019_emenda_na_comissao_jus.txt_28,0.0
26,2172554_2120019_emenda_na_comissao_jus.txt_29,0.0
27,2172554_2120019_emenda_na_comissao_jus.txt_30,0.0
28,2172554_2120019_emenda_na_comissao_jus.txt_31,0.0
29,2172554_2120019_emenda_na_comissao_jus.txt_32,0.0
30,2172554_2120019_emenda_na_comissao_jus.txt_33,0.0
31,2172554_2120019_emenda_na_comissao_jus.txt_34,0.0
32,2172554_2120019_emenda_na_comissao_jus.txt_35,0.0
33,2172554_2120019_emenda_na_comissao_jus.txt_36,0.0
34,2172554_2120019_emenda_na_comissao_jus.txt_37,0.0
35,2172554_2120019_emenda_na_comissao_jus.txt_38,0.0
36,2172554_2120019_emenda_na_comissao_jus.txt_39,0.0
37,2172554_2120019_emenda_na_comissao_jus.txt_41,0.0
38,2172554_2120019_emenda_na_comissao_jus.txt_42,0.0
39,2172554_2120019_emenda_na_comissao_jus.txt_43,0.0
40,2172554_2120019_emenda_na_comissao_jus.txt_44,0.0
41,2172554_2120019_emenda_na_comissao_jus.txt_46,0.0
42,2172554_2120019_emenda_na_comissao_jus.txt_48,0.0
43,2172554_2120019_emenda_na_comissao_jus.txt_51,0.0
44,2172554_2120019_emenda_na_comissao_jus.txt_53,0.0
45,2172554_2120019_emenda_na_comissao_jus.txt_54,0.0
46,2172554_2120019_emenda_na_comissao_jus.txt_55,0.0
47,2172554_2120019_emenda_na_comissao_jus.txt_56,0.0
48,2172554_2120019_emenda_na_comissao_jus.txt_57,0.0
49,2172554_2120019_emenda_na_comissao_jus.txt_61,0.0
50,2172554_2120019_emenda_na_comissao_jus.txt_62,0.0
51,2172554_2120019_emenda_na_comissao_jus.txt_63,0.0
52,2172554_2120019_emenda_na_comissao_jus.txt_64,0.0
53,2172554_2120019_emenda_na_comissao_jus.txt_65,0.0
54,2172554_2120019_emenda_na_comissao_jus.txt_66,0.0
55,2172554_2120019_emenda_na_comissao_jus.txt_67,0.0
56,2172554_2120019_emenda_na_comissao_jus.txt_68,0.0
57,2172554_2120019_emenda_na_comissao_jus.txt_69,0.0
58,2172554_2120019_emenda_na_comissao_jus.txt_70,0.0
59,2172554_2120019_emenda_na_comissao_jus.txt_71,0.0
60,2172554_2120019_emenda_na_comissao_jus.txt_72,0.0
61,2172554_2120019_emenda_na_comissao_jus.txt_73,0.0
62,2172554_2120019_emenda_na_comissao_jus.txt_75,0.0
63,2172554_2120019_emenda_na_comissao_jus.txt_76,0.0
64,2172554_2120019_emenda_na_comissao_jus.txt_77,0.0
65,2172554_2120019_emenda_na_comissao_jus.txt_79,0.0
66,2172554_2120019_emenda_na_comissao_jus.txt_80,0.0
67,2172554_2120019_emenda_na_comissao_jus.txt_81,0.0
68,2172554_2120019_emenda_na_comissao_jus.txt_83,0.0
69,2172554_2120019_emenda_na_comissao_jus.txt_84,0.0
70,2172554_2120019_emenda_na_comissao_jus.txt_86,0.0
71,2172554_2120019_emenda_na_comissao_jus.txt_88,0.0
72,2172554_2120019_emenda_na_comissao_jus.txt_89,0.0
73,2172554_2120019_emenda_na_comissao_jus.txt_90,0.0
74,2172554_2120019_emenda_na_comissao_jus.txt_91,0.0
75,2172554_2120019_emenda_na_comissao_jus.txt_92,0.0
76,2172554_2120019_emenda_na_comissao_jus.txt_94,0.0
77,2172554_2120019_emenda_na_comissao_jus.txt_95,0.0
78,2172554_2120019_emenda_na_comissao_jus.txt_96,0.0
79,2172554_2120019_emenda_na_comissao_jus.txt_97,0.0
80,2172554_2120019_emenda_na_comissao_jus.txt_98,0.0
81,2172554_2120019_emenda_na_comissao_jus.txt_100,0.0
82,2172554_2120019_emenda_na_comissao_jus.txt_101,0.0
83,2172554_2120019_emenda_na_comissao_jus.txt_103,0.0
84,2172554_2120019_emenda_na_comissao_jus.txt_104,0.0
85,2172554_2120019_emenda_na_comissao_jus.txt_106,0.0
86,2172554_2120019_emenda_na_comissao_jus.txt_107,0.0
87,2172554_2120019_emenda_na_comissao_jus.txt_108,0.0
88,2172554_2120019_emenda_na_comissao_jus.txt_109,0.0
89,2172554_2120019_emenda_na_comissao_jus.txt_113,0.0
90,2172554_2120019_emenda_na_comissao_jus.txt_114,0.0
91,2172554_2120019_emenda_na_comissao_jus.txt_116,0.0
92,2172554_2120019_emenda_na_comissao_jus.txt_117,0.0
93,2172554_2120019_emenda_na_comissao_jus.txt_118,0.0
94,2172554_2120019_emenda_na_comissao_jus.txt_120,0.0
95,2172554_2120019_emenda_na_comissao_jus.txt_121,0.0
96,2172554_2120019_emenda_na_comissao_jus.txt_122,0.0
97,2172554_2120019_emenda_na_comissao_jus.txt_124,0.0
98,2172554_2120019_emenda_na_comissao_jus.txt_125,0.0
99,2172554_2120019_emenda_na_comissao_jus.txt_126,0.0
100,2172554_2120019_emenda_na_comissao_jus.txt_127,0.0
101,2172554_2120019_emenda_na_comissao_jus.txt_129,0.0
102,2172554_2120019_emenda_na_comissao_jus.txt_130,0.0
103,2172554_2120019_emenda_na_comissao_jus.txt_131,0.0
104,2172554_2120019_emenda_na_comissao_jus.txt_133,0.0
