,comparacao,distancia
0,7887178_133943_emenda_jus.txt_0,0.0
1,7887178_133943_emenda_jus.txt_10,0.0
2,7887178_133943_emenda_jus.txt_11,0.0
3,7887178_133943_emenda_jus.txt_15,0.0
4,7887178_133943_emenda_jus.txt_16,0.0
5,7887178_133943_emenda_jus.txt_17,0.0
6,7887178_133943_emenda_jus.txt_25,0.0
7,7887178_133943_emenda_jus.txt_32,0.0
8,7887178_133943_emenda_jus.txt_36,0.0
9,7887178_133943_emenda_jus.txt_37,0.0
10,7887178_133943_emenda_jus.txt_39,0.0
11,7887178_133943_emenda_jus.txt_40,0.0
12,7887178_133943_emenda_jus.txt_43,0.0
13,7887178_133943_emenda_jus.txt_44,0.0
14,7887178_133943_emenda_jus.txt_46,0.0
15,7887178_133943_emenda_jus.txt_47,0.0
16,7887178_133943_emenda_jus.txt_48,0.0
17,7887178_133943_emenda_jus.txt_49,0.0
18,7887178_133943_emenda_jus.txt_55,0.0
19,7887178_133943_emenda_jus.txt_58,0.0
20,7887178_133943_emenda_jus.txt_59,0.0
21,7887178_133943_emenda_jus.txt_85,0.0
22,7887178_133943_emenda_jus.txt_97,0.0
23,7887178_133943_emenda_jus.txt_101,0.0
24,7887178_133943_emenda_jus.txt_102,0.0
25,7887178_133943_emenda_jus.txt_103,0.0
26,7887178_133943_emenda_jus.txt_105,0.0
27,7887178_133943_emenda_jus.txt_115,0.0
28,7887178_133943_emenda_jus.txt_118,0.0
29,7887178_133943_emenda_jus.txt_125,0.0
30,7887178_133943_emenda_jus.txt_128,0.0
31,7887178_133943_emenda_jus.txt_137,0.0
32,7887178_133943_emenda_jus.txt_138,0.0
33,7887178_133943_emenda_jus.txt_150,0.0
34,7887178_133943_emenda_jus.txt_151,0.0
35,7887178_133943_emenda_jus.txt_159,0.0
36,7887178_133943_emenda_jus.txt_160,0.0
37,7887178_133943_emenda_jus.txt_162,0.0
38,7887178_133943_emenda_jus.txt_163,0.0
39,7887178_133943_emenda_jus.txt_171,0.0
40,7887178_133943_emenda_jus.txt_172,0.0
41,7887178_133943_emenda_jus.txt_173,0.0
42,7887178_133943_emenda_jus.txt_174,0.0
43,7887178_133943_emenda_jus.txt_175,0.0
44,7887178_133943_emenda_jus.txt_176,0.0
45,7887178_133943_emenda_jus.txt_188,0.0
46,7887178_133943_emenda_jus.txt_200,0.0
47,7887178_133943_emenda_jus.txt_204,0.0
48,7887178_133943_emenda_jus.txt_205,0.0
49,7887178_133943_emenda_jus.txt_210,0.0
50,7887178_133943_emenda_jus.txt_212,0.0
51,7887178_133943_emenda_jus.txt_213,0.0
52,7887178_133943_emenda_jus.txt_215,0.0
53,7887178_133943_emenda_jus.txt_217,0.0
54,7887178_133943_emenda_jus.txt_218,0.0
55,7887178_133943_emenda_jus.txt_248,0.0
56,7887178_133943_emenda_jus.txt_249,0.0
57,7887178_133943_emenda_jus.txt_257,0.0
58,7887178_133943_emenda_jus.txt_258,0.0
59,7887178_133943_emenda_jus.txt_259,nan
60,7887178_133943_emenda_jus.txt_278,0.0
61,7887178_133943_emenda_jus.txt_280,0.0
62,7887178_133943_emenda_jus.txt_282,0.0
63,7887178_133943_emenda_jus.txt_285,0.0
64,7887178_133943_emenda_jus.txt_286,0.0
65,7887178_133943_emenda_jus.txt_287,0.0
66,7887178_133943_emenda_jus.txt_288,0.0
67,7887178_133943_emenda_jus.txt_289,0.0
68,7887178_133943_emenda_jus.txt_291,0.0
69,7887178_133943_emenda_jus.txt_309,nan
70,7887178_133943_emenda_jus.txt_311,0.0
71,7887178_133943_emenda_jus.txt_312,0.0
72,7887178_133943_emenda_jus.txt_316,0.0
73,7887178_133943_emenda_jus.txt_319,0.0
74,7887178_133943_emenda_jus.txt_320,0.0
75,7887178_133943_emenda_jus.txt_338,0.0
76,7887178_133943_emenda_jus.txt_345,0.0
77,7887178_133943_emenda_jus.txt_347,0.0
78,7887178_133943_emenda_jus.txt_348,0.0
79,7887178_133943_emenda_jus.txt_349,0.0
80,7887178_133943_emenda_jus.txt_350,0.0
81,7887178_133943_emenda_jus.txt_351,0.0
82,7887178_133943_emenda_jus.txt_352,0.0
83,7887178_133943_emenda_jus.txt_353,0.0
84,7887178_133943_emenda_jus.txt_355,0.0
85,7890122_133943_emenda_jus.txt_0,0.0
86,7890122_133943_emenda_jus.txt_10,0.0
87,7890122_133943_emenda_jus.txt_11,0.0
88,7890122_133943_emenda_jus.txt_15,0.0
89,7890122_133943_emenda_jus.txt_16,0.0
90,7890122_133943_emenda_jus.txt_17,0.0
91,7890122_133943_emenda_jus.txt_25,0.0
92,7890122_133943_emenda_jus.txt_32,0.0
93,7890122_133943_emenda_jus.txt_36,0.0
94,7890122_133943_emenda_jus.txt_37,0.0
95,7890122_133943_emenda_jus.txt_39,0.0
96,7890122_133943_emenda_jus.txt_40,0.0
97,7890122_133943_emenda_jus.txt_43,0.0
98,7890122_133943_emenda_jus.txt_44,0.0
99,7890122_133943_emenda_jus.txt_46,0.0
100,7890122_133943_emenda_jus.txt_47,0.0
101,7890122_133943_emenda_jus.txt_48,0.0
102,7890122_133943_emenda_jus.txt_49,0.0
103,7890122_133943_emenda_jus.txt_55,0.0
104,7890122_133943_emenda_jus.txt_58,0.0
105,7890122_133943_emenda_jus.txt_59,0.0
106,7890122_133943_emenda_jus.txt_85,0.0
107,7890122_133943_emenda_jus.txt_97,0.0
108,7890122_133943_emenda_jus.txt_101,0.0
109,7890122_133943_emenda_jus.txt_102,0.0
110,7890122_133943_emenda_jus.txt_103,0.0
111,7890122_133943_emenda_jus.txt_105,0.0
112,7890122_133943_emenda_jus.txt_115,0.0
113,7890122_133943_emenda_jus.txt_118,0.0
114,7890122_133943_emenda_jus.txt_125,0.0
115,7890122_133943_emenda_jus.txt_128,0.0
116,7890122_133943_emenda_jus.txt_137,0.0
117,7890122_133943_emenda_jus.txt_138,0.0
118,7890122_133943_emenda_jus.txt_150,0.0
119,7890122_133943_emenda_jus.txt_151,0.0
120,7890122_133943_emenda_jus.txt_159,0.0
