id_emenda,num_linha_proposicao,Distance
7886929,8,21.489578954386637
7886929,10,23.365290399509387
7886929,26,20.915038427422576
7886929,32,21.351136233059457
7886929,40,23.7248672980967
7886929,50,19.75088260689466
7886929,56,19.839138992195558
7886929,62,19.5783171069123
7886929,66,20.915038427422576
7886929,74,18.463648788456624
7886929,76,16.8833397776745
7886929,78,19.974875176704394
7886929,82,18.931194862689573
7886929,86,18.07094211355325
7886929,88,21.10321476797291
7886929,94,20.915038427422576
7886929,104,19.33827781599821
7886929,106,19.956566266879815
7886929,110,17.851370749233176
7886929,122,22.730452896486447
7886929,126,18.70744489433215
7886929,136,21.218603881724693
7886929,142,20.915038427422576
7886929,152,18.828126072087883
7886929,154,17.243804099959483
7886929,156,18.162579578758145
7886929,158,18.941986118667014
7886929,160,20.95331488807206
7886929,162,15.988707902377518
7886929,168,20.915038427422576
7886929,178,18.625824367102243
7886929,180,17.481889729453105
7886929,182,19.307614514480587
7886929,184,19.549125012973523
7886929,186,19.422301593036337
7886929,188,19.685139691001293
7886929,202,17.25936008503208
7886929,208,20.915038427422576
7886929,218,20.20384489394157
7886929,220,19.36428327791681
7886929,222,16.700049542628523
7886929,224,18.67413825428905
7886929,226,17.213463724589822
7886929,228,19.776227656239527
7886929,230,18.074430654851696
7886929,248,20.915038427422576
7886929,258,19.28558764035271
7886929,260,17.34358211243648
7886929,262,17.57553893791588
7886929,264,21.927022977503036
7886929,266,21.074034644345897
7886929,272,20.915038427422576
7886929,282,20.55781639171395
7886929,284,15.847856561909769
7886929,286,18.414567813426718
7886929,302,20.915038427422576
7886929,312,20.876446635091877
7886929,334,24.665692671324454
7886929,340,20.915038427422576
7887193,8,20.96250611341989
7887193,10,22.86776899598927
7887193,26,20.73843848067373
7887193,32,21.00530157457929
7887193,40,23.52219792681166
7887193,50,20.67188508931046
7887193,56,20.40347531795471
7887193,62,19.827451588945863
7887193,66,20.73843848067373
7887193,74,17.934004595432533
7887193,76,18.610746179169745
7887193,78,20.542465904173046
7887193,82,20.120003769498318
7887193,86,18.510009339458197
7887193,88,22.233050122830495
7887193,94,20.73843848067373
7887193,104,20.87937495152147
7887193,106,19.765471514439366
7887193,110,19.08773202172613
7887193,122,22.316384877334485
7887193,126,19.09747335578522
7887193,136,20.820714757236704
7887193,142,20.73843848067373
7887193,152,19.473155912739113
7887193,154,19.1749003407873
7887193,156,18.81974619888971
7887193,158,18.069369778041093
7887193,160,20.668107185778098
7887193,162,19.32109932769659
7887193,168,20.73843848067373
7887193,178,19.173408970791844
7887193,180,18.68823884949211
7887193,182,18.94090940946228
7887193,184,18.55798029320929
7887193,186,20.628497294326586
7887193,188,19.77364018876887
7887193,202,18.292929098588996
7887193,208,20.73843848067373
7887193,218,20.883036086280836
7887193,220,18.997061117789602
7887193,222,18.275361027176427
7887193,224,19.21067431709701
7887193,226,19.6247921255584
7887193,228,20.177661400246734
7887193,230,19.638579437022127
7887193,248,20.73843848067373
7887193,258,20.03701089740242
7887193,260,17.213461784532022
7887193,262,18.97224127375969
7887193,264,21.63493412237818
7887193,266,19.697156243563207
7887193,272,20.73843848067373
7887193,282,20.297710229630557
7887193,284,16.97714571789524
7887193,286,19.6893069616253
7887193,302,20.73843848067373
7887193,312,21.067710263758624
7887193,334,24.73163039437402
7887193,340,20.73843848067373
7887481,8,21.426255351791337
7887481,10,20.72004541190101
7887481,26,20.379688483806287
7887481,32,20.654737600603674
7887481,40,21.40514422215187
7887481,50,20.356118632359923
7887481,56,19.474188438567033
7887481,62,17.13549792050889
7887481,66,20.379688483806287
7887481,74,16.5961095165219
7887481,76,15.701859570394362
7887481,78,20.050152970116066
7887481,82,19.301476425952668
7887481,86,17.526143788742637
7887481,88,19.47846843032575
7887481,94,20.379688483806287
7887481,104,16.88853272031608
7887481,106,18.94807741839938
7887481,110,18.327223127226894
7887481,122,22.07814614401721
7887481,126,18.009450685304618
7887481,136,20.58237439150489
7887481,142,20.379688483806287
7887481,152,18.731987823417043
7887481,154,16.238876962455265
7887481,156,16.892514922959016
7887481,158,16.90689453246738
7887481,160,17.17226251307796
7887481,162,17.625877895411517
7887481,168,20.379688483806287
7887481,178,18.31412332706701
7887481,180,15.494296794915165
7887481,182,19.257544153036697
7887481,184,17.07034315028191
7887481,186,18.160119991061002
7887481,188,19.345049438410555
7887481,202,18.394367081044496
